grapheme_id,language_id
-,komsaikul
a,komsaikul
ch,komsaikul
e,komsaikul
ei,komsaikul
h,komsaikul
hm,komsaikul
i,komsaikul
k,komsaikul
m,komsaikul
n,komsaikul
ng,komsaikul
s,komsaikul
t,komsaikul
u,komsaikul
ui,komsaikul
Σ,komsaikul
