form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,epistemic_tag,variants_tag,analysis_tag,overabundance_tag,source,page,language_id
komsaikul046,hmu,3.pl.3.pl.fut.aff,an-hmu-sik-hei,an-Σ-sik-hei,a+n+Σ+sik+hei,a n Σ s i k h ei,a + n + Σ + s i k + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul047,se,1.sg.fut.neg,se-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,generated,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul048,se,1.sg.fut.neg,se-mak-ning-eng,Σ-mak-ning-eng,Σ+mak+n+ing+eng,Σ m a k n i ŋ e ŋ,Σ + m a k + n + i ŋ + e ŋ,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul049,se,1.pl.incl.fut.neg,se-mak-ning-men,Σ-mak-ning-men,Σ+mak+n+ing+me+n,Σ m a k n i ŋ m e n,Σ + m a k + n + i ŋ + m e + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul050,se,1.pl.incl.fut.neg,se-mak-ning-min,Σ-mak-ning-min,Σ+mak+n+ing+mi+n,Σ m a k n i ŋ m i n,Σ + m a k + n + i ŋ + m i + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul051,se,1.pl.incl.fut.neg,se-mak-min,Σ-mak-min,Σ+mak+mi+n,Σ m a k m i n,Σ + m a k + m i + n,elicited,unspecified,,optional_future,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul052,se,1.pl.excl.fut.neg,se-mak-ning-ung,Σ-mak-ning-ung,Σ+mak+n+ing+ung,Σ m a k n i ŋ u ŋ,Σ + m a k + n + i ŋ + u ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul053,se,1.pl.excl.fut.neg,se-mak-ni-ung,Σ-mak-ni-ung,Σ+mak+ni+ung,Σ m a k n i u ŋ,Σ + m a k + n i + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul054,hmu,1.sg.2.sg.fut.neg,hmu-mak-che-ning,Σ-mak-che-ning,Σ+mak+che+n+ing,Σ m a k tʃ e n i ŋ,Σ + m a k + tʃ e + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul055,hmu,1.sg.2.pl.fut.neg,hmu-mak-chei-ni-eng,Σ-mak-chei-ni-eng,Σ+mak+chei+ni+eng,Σ m a k tʃ ei n i e ŋ,Σ + m a k + tʃ ei + n i + e ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul056,hmu,1.sg.3.pl.fut.neg,hmu-mak-hei-ni-eng,Σ-mak-hei-ni-eng,Σ+mak+hei+ni+eng,Σ m a k h ei n i e ŋ,Σ + m a k + h ei + n i + e ŋ,elicited,formal,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul057,hmu,1.sg.3.pl.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,elicited,informal,,fusion,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul058,hmu,1.pl.excl.2.sg.fut.neg,hmu-mak-che-ni-ung,Σ-mak-che-ni-ung,Σ+mak+che+ni+ung,Σ m a k tʃ e n i u ŋ,Σ + m a k + tʃ e + n i + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul059,hmu,1.pl.excl.2.sg.fut.neg,hmu-mak-che-ning-ung,Σ-mak-che-ning-ung,Σ+mak+che+n+ing+ung,Σ m a k tʃ e n i ŋ u ŋ,Σ + m a k + tʃ e + n + i ŋ + u ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul060,hmu,1.pl.excl.2.pl.fut.neg,hmu-mak-chei-ni-ung,Σ-mak-chei-ni-ung,Σ+mak+chei+ni+ung,Σ m a k tʃ ei n i u ŋ,Σ + m a k + tʃ ei + n i + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul061,hmu,1.pl.excl.2.pl.fut.neg,hmu-mak-chei-ning-ung,Σ-mak-chei-ning-ung,Σ+mak+chei+n+ing+ung,Σ m a k tʃ ei n i ŋ u ŋ,Σ + m a k + tʃ ei + n + i ŋ + u ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul062,hmu,1.sg.3.sg.fut.neg,hmu-mak-ni-eng,Σ-mak-ni-eng,Σ+mak+ni+eng,Σ m a k n i e ŋ,Σ + m a k + n i + e ŋ,elicited,formal,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul063,hmu,1.sg.3.sg.fut.neg,hmu-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,elicited,informal,,fusion,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul064,hmu,1.pl.incl.3.sg.fut.neg,hmu-mak-ni-me,Σ-mak-ni-me,Σ+mak+ni+me+n,Σ m a k n i m e n,Σ + m a k + n i + m e + n,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul065,hmu,1.pl.incl.3.sg.fut.neg,hmu-mak-ning-me,Σ-mak-ning-me,Σ+mak+n+ing+me+n,Σ m a k n i ŋ m e n,Σ + m a k + n + i ŋ + m e + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul066,hmu,1.pl.incl.3.sg.fut.neg,hmu-mak-ning-me,Σ-mak-ning-me,Σ+mak+n+ing+mi+n,Σ m a k n i ŋ m i n,Σ + m a k + n + i ŋ + m i + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul067,hmu,1.pl.excl.3.sg.fut.neg,hmu-mak-ni-ung,Σ-mak-ni-ung,Σ+mak+ni+ung,Σ m a k n i u ŋ,Σ + m a k + n i + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul068,hmu,1.pl.excl.3.sg.fut.neg,hmu-mak-ning-ung,Σ-mak-ning-ung,Σ+mak+n+ing+ung,Σ m a k n i ŋ u ŋ,Σ + m a k + n + i ŋ + u ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul069,hmu,1.pl.incl.3.pl.fut.neg,hmu-mak-hei-ni-men,Σ-mak-hei-ni-men,Σ+mak+hei+ni+me+n,Σ m a k h ei n i m e n,Σ + m a k + h ei + n i + m e + n,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul070,hmu,1.pl.incl.3.pl.fut.neg,hmu-mak-hei-ning-men,Σ-mak-hei-ning-men,Σ+mak+hei+n+ing+me+n,Σ m a k h ei n i ŋ m e n,Σ + m a k + h ei + n + i ŋ + m e + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul071,hmu,1.pl.incl.3.pl.fut.neg,hmu-mak-hei-ning-min,Σ-mak-hei-ning-min,Σ+mak+hei+n+ing+mi+n,Σ m a k h ei n i ŋ m i n,Σ + m a k + h ei + n + i ŋ + m i + n,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul072,hmu,1.pl.excl.3.pl.fut.neg,hmu-mak-hei-ni-ung,Σ-mak-hei-ni-ung,Σ+mak+hei+ni+ung,Σ m a k h ei n i u ŋ,Σ + m a k + h ei + n i + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul073,hmu,1.pl.excl.3.pl.fut.neg,hmu-mak-hei-ning-ung,Σ-mak-hei-ning-ung,Σ+mak+hei+n+ing+ung,Σ m a k h ei n i ŋ u ŋ,Σ + m a k + h ei + n + i ŋ + u ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul074,se,2.sg.fut.neg,se-mak-tin-che,Σ-mak-tin-che,Σ+mak+ti+n+che,Σ m a k t i n tʃ e,Σ + m a k + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul075,se,2.sg.fut.neg,se-mak-ning-che,Σ-mak-ning-che,Σ+mak+n+ing+che,Σ m a k n i ŋ tʃ e,Σ + m a k + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul076,se,2.pl.fut.neg,se-mak-tin-chei,Σ-mak-tin-chei,Σ+mak+ti+n+chei,Σ m a k t i n tʃ ei,Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul077,se,2.pl.fut.neg,se-mak-ning-chei,Σ-mak-ning-chei,Σ+mak+n+ing+chei,Σ m a k n i ŋ tʃ ei,Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul078,hmu,2.sg.1.sg.fut.neg,ei-hmu-mak-ning-che,ei-Σ-mak-ning-che,ei+Σ+mak+n+ing+che,ei Σ m a k n i ŋ tʃ e,ei + Σ + m a k + n + i ŋ + tʃ e,generated,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul079,hmu,2.sg.1.sg.fut.neg,a-hmu-mak-ning-che,a-Σ-mak-ning-che,a+Σ+mak+n+ing+che,a Σ m a k n i ŋ tʃ e,a + Σ + m a k + n + i ŋ + tʃ e,generated,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul080,hmu,2.sg.1.sg.fut.neg,ei-hmu-mak-tin-che,ei-Σ-mak-tin-che,ei+Σ+mak+ti+n+che,ei Σ m a k t i n tʃ e,ei + Σ + m a k + t i + n + tʃ e,generated,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul081,hmu,2.sg.1.sg.fut.neg,a-hmu-mak-tin-che,a-Σ-mak-tin-che,a+Σ+mak+ti+n+che,a Σ m a k t i n tʃ e,a + Σ + m a k + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul082,hmu,2.sg.1.pl.excl.fut.neg,ei-hmu-mak-tin-che,ei-Σ-mak-tin-che,ei+Σ+mak+ti+n+che,ei Σ m a k t i n tʃ e,ei + Σ + m a k + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul083,hmu,2.sg.1.pl.excl.fut.neg,ei-hmu-mak-ning-che,ei-Σ-mak-ning-che,ei+Σ+mak+n+ing+che,ei Σ m a k n i ŋ tʃ e,ei + Σ + m a k + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul084,hmu,2.sg.1.pl.excl.fut.neg,a-hmu-mak-tin-che,a-Σ-mak-tin-che,a+Σ+mak+ti+n+che,a Σ m a k t i n tʃ e,a + Σ + m a k + t i + n + tʃ e,elicited,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul085,hmu,2.sg.1.pl.excl.fut.neg,a-hmu-mak-ning-che,a-Σ-mak-ning-che,a+Σ+mak+n+ing+che,a Σ m a k n i ŋ tʃ e,a + Σ + m a k + n + i ŋ + tʃ e,generated,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul086,hmu,2.pl.1.sg.fut.neg,a-hmu-mak-tin-chei,a-Σ-mak-tin-chei,a+Σ+mak+ti+n+chei,a Σ m a k t i n tʃ ei,a + Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul087,hmu,2.pl.1.sg.fut.neg,ei-hmu-mak-tin-chei,ei-Σ-mak-tin-chei,ei+Σ+mak+ti+n+chei,ei Σ m a k t i n tʃ ei,ei + Σ + m a k + t i + n + tʃ ei,generated,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul088,hmu,2.pl.1.sg.fut.neg,ei-hmu-mak-ning-chei,ei-Σ-mak-ning-chei,a+Σ+mak+n+ing+chei,a Σ m a k n i ŋ tʃ ei,a + Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul089,hmu,2.pl.1.sg.fut.neg,a-hmu-mak-ning-chei,a-Σ-mak-ning-chei,ei+Σ+mak+n+ing+chei,ei Σ m a k n i ŋ tʃ ei,ei + Σ + m a k + n + i ŋ + tʃ ei,generated,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul090,hmu,2.pl.1.pl.excl.fut.neg,ei-hmu-mak-tin-chei,ei-Σ-mak-tin-chei,ei+Σ+mak+ti+n+chei,ei Σ m a k t i n tʃ ei,ei + Σ + m a k + t i + n + tʃ ei,generated,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul091,hmu,2.pl.1.pl.excl.fut.neg,a-hmu-mak-tin-chei,a-Σ-mak-tin-chei,a+Σ+mak+ti+n+chei,a Σ m a k t i n tʃ ei,a + Σ + m a k + t i + n + tʃ ei,elicited,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul092,hmu,2.pl.1.pl.excl.fut.neg,ei-hmu-mak-ning-chei,ei-Σ-mak-ning-chei,ei+Σ+mak+n+ing+chei,ei Σ m a k n i ŋ tʃ ei,ei + Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul093,hmu,2.pl.1.pl.excl.fut.neg,a-hmu-mak-ning-chei,a-Σ-mak-ning-chei,a+Σ+mak+n+ing+chei,a Σ m a k n i ŋ tʃ ei,a + Σ + m a k + n + i ŋ + tʃ ei,generated,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul094,hmu,2.sg.3.sg.fut.neg,hmu-mak-tin-che,Σ-mak-tin-che,Σ+mak+ti+n+che,Σ m a k t i n tʃ e,Σ + m a k + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul095,hmu,2.sg.3.sg.fut.neg,hmu-mak-ning-che,Σ-mak-ning-che,Σ+mak+n+ing+che,Σ m a k n i ŋ tʃ e,Σ + m a k + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul096,hmu,2.sg.3.pl.fut.neg,hmu-mak-hei-tin-che,Σ-mak-hei-tin-che,Σ+mak+hei+ti+n+che,Σ m a k h ei t i n tʃ e,Σ + m a k + h ei + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul097,hmu,2.sg.3.pl.fut.neg,hmu-mak-hei-ning-che,Σ-mak-hei-ning-che,Σ+mak+hei+n+ing+che,Σ m a k h ei n i ŋ tʃ e,Σ + m a k + h ei + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul098,hmu,2.sg.3.pl.fut.neg,hmu-mak-ning-hei-che,Σ-mak-ning-hei-che,Σ+mak+n+ing+hei+che,Σ m a k n i ŋ h ei tʃ e,Σ + m a k + n + i ŋ + h ei + tʃ e,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul099,hmu,2.sg.3.pl.fut.neg,hei-hmu-mak-tin-che,hei-Σ-mak-tin-che,hei+Σ+mak+ti+n+che,h ei Σ m a k t i n tʃ e,h ei + Σ + m a k + t i + n + tʃ e,elicited,unspecified,variable_order; mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul100,hmu,2.pl.3.sg.fut.neg,hmu-mak-tin-chei,Σ-mak-tin-chei,Σ+mak+ti+n+chei,Σ m a k t i n tʃ ei,Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul101,hmu,2.pl.3.sg.fut.neg,hmu-mak-ning-chei,Σ-mak-ning-chei,Σ+mak+n+ing+chei,Σ m a k n i ŋ tʃ ei,Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul102,hmu,2.pl.3.pl.fut.neg,hmu-mak-hei-tin-chei,Σ-mak-hei-tin-chei,Σ+mak+hei+ti+n+chei,Σ m a k h ei t i n tʃ ei,Σ + m a k + h ei + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul103,hmu,2.pl.3.pl.fut.neg,hei-hmu-mak-tin-chei,hei-Σ-mak-tin-chei,hei+Σ+mak+ti+n+chei,h ei Σ m a k t i n tʃ ei,h ei + Σ + m a k + t i + n + tʃ ei,elicited,sociolect_var,variable_order; mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul104,hmu,2.pl.3.pl.fut.neg,hmu-mak-tin-chei,Σ-mak-tin-chei,Σ+mak+ti+n+chei,Σ m a k t i n tʃ ei,Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,optional_plural,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul105,hmu,2.pl.3.pl.fut.neg,hmu-mak-ning-chei,Σ-mak-ning-chei,Σ+mak+n+ing+chei,Σ m a k n i ŋ tʃ ei,Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,,optional_plural,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul106,hmu,2.pl.3.pl.fut.neg,hmu-mak-ning-hei-chei,Σ-mak-ning-hei-chei,Σ+mak+n+ing+hei+chei,Σ m a k n i ŋ h ei tʃ ei,Σ + m a k + n + i ŋ + h ei + tʃ ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul107,se,3.sg.fut.neg,se-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul108,se,3.pl.fut.neg,se-mak-ning-hei,Σ-mak-ning-hei,Σ+mak+n+ing+hei,Σ m a k n i ŋ h ei,Σ + m a k + n + i ŋ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul109,hmu,3.sg.1.sg.fut.neg,ei-hmu-mak-ning,ei-Σ-mak-ning,ei+Σ+mak+n+ing,ei Σ m a k n i ŋ,ei + Σ + m a k + n + i ŋ,generated,dialect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul110,hmu,3.sg.1.sg.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul111,hmu,3.sg.1.pl.excl.fut.neg,ei-hmu-mak-ning,ei-Σ-mak-ning,ei+Σ+mak+n+ing,ei Σ m a k n i ŋ,ei + Σ + m a k + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul112,hmu,3.sg.1.pl.excl.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,generated,dialect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul113,hmu,3.sg.1.pl.incl.fut.neg,ei-hmu-mak-ning,ei-Σ-mak-ning,ei+Σ+mak+n+ing,ei Σ m a k n i ŋ,ei + Σ + m a k + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul114,hmu,3.sg.1.pl.incl.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,generated,dialect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul115,hmu,3.pl.1.sg.fut.neg,ei-hmu-mak-hei-ning,ei-Σ-mak-hei-ning,ei+Σ+mak+hei+n+ing,ei Σ m a k h ei n i ŋ,ei + Σ + m a k + h ei + n + i ŋ,elicited,sociolect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul116,hmu,3.pl.1.sg.fut.neg,a-hmu-mak-hei-ning,a-Σ-mak-hei-ning,a+Σ+mak+hei+n+ing,a Σ m a k h ei n i ŋ,a + Σ + m a k + h ei + n + i ŋ,generated,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul117,hmu,3.pl.1.sg.fut.neg,ei-hmu-mak-ning-hei,ei-Σ-mak-ning-hei,ei+Σ+mak+n+ing+hei,ei Σ m a k n i ŋ h ei,ei + Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order; mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul118,hmu,3.pl.1.pl.excl.fut.neg,ei-hmu-mak-hei-ning,ei-Σ-mak-hei-ning,ei+Σ+mak+hei+n+ing,ei Σ m a k h ei n i ŋ,ei + Σ + m a k + h ei + n + i ŋ,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul119,hmu,3.pl.1.pl.excl.fut.neg,a-hmu-mak-hei-ning,a-Σ-mak-hei-ning,a+Σ+mak+hei+n+ing,a Σ m a k h ei n i ŋ,a + Σ + m a k + h ei + n + i ŋ,generated,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul120,hmu,3.pl.1.pl.excl.fut.neg,ei-hmu-mak-ning-hei,ei-Σ-mak-ning-hei,ei+Σ+mak+n+ing+hei,ei Σ m a k n i ŋ h ei,ei + Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul121,hmu,3.pl.1.pl.incl.fut.neg,ei-hmu-mak-hei-ning,ei-Σ-mak-hei-ning,ei+Σ+mak+hei+n+ing,ei Σ m a k h ei n i ŋ,ei + Σ + m a k + h ei + n + i ŋ,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul122,hmu,3.pl.1.pl.incl.fut.neg,a-hmu-mak-hei-ning,a-Σ-mak-hei-ning,a+Σ+mak+hei+n+ing,a Σ m a k h ei n i ŋ,a + Σ + m a k + h ei + n + i ŋ,generated,dialect_var,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul123,hmu,3.pl.1.pl.incl.fut.neg,a-hmu-mak-ning-hei,a-Σ-mak-ning-hei,ei+Σ+mak+n+ing+hei,ei Σ m a k n i ŋ h ei,ei + Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order; mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul124,hmu,3.sg.2.sg.fut.neg,hmu-mak-tin-che,Σ-mak-tin-che,Σ+mak+ti+n+che,Σ m a k t i n tʃ e,Σ + m a k + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul125,hmu,3.sg.2.sg.fut.neg,hmu-mak-ning-che,Σ-mak-ning-che,Σ+mak+n+ing+che,Σ m a k n i ŋ tʃ e,Σ + m a k + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul126,hmu,3.sg.2.pl.fut.neg,hmu-mak-tin-chei,Σ-mak-tin-chei,Σ+mak+ti+n+chei,Σ m a k t i n tʃ ei,Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul127,hmu,3.sg.2.pl.fut.neg,hmu-mak-ning-chei,Σ-mak-ning-chei,Σ+mak+n+ing+chei,Σ m a k n i ŋ tʃ ei,Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul128,hmu,3.pl.2.sg.fut.neg,hmu-mak-hei-tin-che,Σ-mak-hei-tin-che,Σ+mak+hei+ti+n+che,Σ m a k h ei t i n tʃ e,Σ + m a k + h ei + t i + n + tʃ e,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul129,hmu,3.pl.2.sg.fut.neg,hmu-mak-hei-ning-che,Σ-mak-hei-ning-che,Σ+mak+hei+n+ing+che,Σ m a k h ei n i ŋ tʃ e,Σ + m a k + h ei + n + i ŋ + tʃ e,elicited,sociolect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul130,hmu,3.pl.2.sg.fut.neg,hmu-mak-ning-hei-che,Σ-mak-ning-hei-che,Σ+mak+n+ing+hei+che,Σ m a k n i ŋ h ei tʃ e,Σ + m a k + n + i ŋ + h ei + tʃ e,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul131,hmu,3.pl.2.pl.fut.neg,hmu-mak-hei-tin-chei,Σ-mak-hei-tin-chei,Σ+mak+hei+ti+n+chei,Σ m a k h ei t i n tʃ ei,Σ + m a k + h ei + t i + n + tʃ ei,elicited,unspecified,mult_exponence,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul132,hmu,3.pl.2.pl.fut.neg,hmu-mak-tin-chei,Σ-mak-tin-chei,Σ+mak+ti+n+chei,Σ m a k t i n tʃ ei,Σ + m a k + t i + n + tʃ ei,elicited,unspecified,mult_exponence,optional_plural,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul133,hmu,3.pl.2.pl.fut.neg,hmu-mak-ning-chei,Σ-mak-ning-chei,Σ+mak+n+ing+chei,Σ m a k n i ŋ tʃ ei,Σ + m a k + n + i ŋ + tʃ ei,elicited,sociolect_var,,optional_plural,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul134,hmu,3.pl.2.pl.fut.neg,hmu-mak-ning-hei-chei,Σ-mak-ning-hei-chei,Σ+mak+n+ing+hei+chei,Σ m a k n i ŋ h ei tʃ ei,Σ + m a k + n + i ŋ + h ei + tʃ ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul135,hmu,3.sg.3.sg.fut.neg,hmu-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul136,hmu,3.sg.3.pl.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul137,hmu,3.sg.3.pl.fut.neg,hmu-mak-ning-hei,Σ-mak-ning-hei,Σ+mak+n+ing+hei,Σ m a k n i ŋ h ei,Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
